"Episode ID","IMDB Rating","IMDB Votes","Number in Season","Number in Series","Air Date","Air Year","Production Code","Season","Episode Title","US Views (in millions)","Views"
"273","7.2","651","4","273","2001-12-02","2001","CABF18","13","A Hunka Hunka Burns in Love","13.4","37376"
"274","7.7","716","5","274","2001-12-09","2001","CABF21","13","The Blunder Years","12.9","45288"
"275","7.1","692","6","275","2001-12-16","2001","DABF02","13","She of Little Faith","13.2","45824"
"276","6.9","649","7","276","2002-01-06","2002","DABF01","13","Brawl in the Family","11.8","45684"
"277","7","649","8","277","2002-01-20","2002","DABF03","13","Sweets and Sour Marge","12.3","54348"
"278","7.3","642","9","278","2002-01-27","2002","DABF05","13","Jaws Wired Shut","14.2","49429"
"279","7.5","683","10","279","2002-02-10","2002","DABF04","13","Half-Decent Proposal","13.2","42977"
"280","7.1","621","11","280","2002-02-17","2002","DABF06","13","The Bart Wants What It Wants","11.2","45176"
"281","6.5","656","12","281","2002-02-24","2002","DABF07","13","The Lastest Gun in the West","13.2","44787"
"282","6.5","623","13","282","2002-03-10","2002","DABF09","13","The Old Man and the Key","14.5","41049"
"283","7.3","630","14","283","2002-03-17","2002","DABF08","13","Tales from the Public Domain","11.7","50301"
"284","7","670","15","284","2002-03-31","2002","DABF10","13","Blame It on Lisa","11.1","50694"
"285","7.7","765","16","285","2002-04-07","2002","DABF11","13","Weekend at Burnsie's","12.5","54539"
"286","5.6","721","17","286","2002-04-21","2002","DABF12","13","Gump Roast","12.3","46335"
"287","7.7","704","18","287","2002-04-28","2002","DABF13","13","I Am Furious (Yellow)","12.4","69650"
"288","6.9","598","19","288","2002-05-05","2002","DABF14","13","The Sweetest Apu","11.8","47193"
"289","7.2","613","20","289","2002-05-12","2002","DABF15","13","Little Girl in the Big Ten","11.2","46466"
"290","7.1","642","21","290","2002-05-19","2002","DABF16","13","The Frying Game","10.8","48954"
"291","8","701","22","291","2002-05-22","2002","DABF17","13","Poppa's Got a Brand New Badge","8.2","53639"
"292","7.6","752","1","292","2002-11-03","2002","DABF19","14","Treehouse of Horror XIII","16.7","71817"
"293","7.3","713","2","293","2002-11-10","2002","DABF22","14","How I Spent My Strummer Vacation","12.5","35578"
"294","7","645","3","294","2002-11-17","2002","DABF20","14","Bart vs. Lisa vs. the Third Grade","13.3","43130"
"295","7.1","704","4","295","2002-11-24","2002","DABF18","14","Large Marge","17.4","55369"
"296","6.8","633","5","296","2002-12-01","2002","DABF21","14","Helter Shelter","15.1","42907"
"297","7.3","628","6","297","2002-12-15","2002","EABF01","14","The Great Louse Detective","15.5","48110"
"298","7.1","593","7","298","2003-01-05","2003","EABF02","14","Special Edna","15","40867"
"299","7.3","598","8","299","2003-01-12","2003","EABF03","14","The Dad Who Knew Too Little","12.8","47170"
"300","6.9","644","9","300","2003-02-02","2003","EABF04","14","The Strong Arms of the Ma","15.4","51877"
"301","6.8","598","10","301","2003-02-09","2003","EABF06","14","Pray Anything","13.4","46336"
"302","6.6","650","11","302","2003-02-16","2003","EABF05","14","Barting Over","21.3","47276"
"303","7.3","628","12","303","2003-02-16","2003","EABF07","14","I'm Spelling As Fast As I Can","22.1","42885"
"304","7.1","599","13","304","2003-03-02","2003","EABF08","14","A Star Is Born-Again","14.4","42185"
"305","6.9","577","14","305","2003-03-09","2003","EABF09","14","Mr. Spritz Goes to Washington","14.4","44837"
"306","7.3","557","15","306","2003-03-16","2003","EABF10","14","C.E.D'oh","13","47386"
"307","7.1","555","16","307","2003-03-30","2003","EABF11","14","'Scuse Me While I Miss the Sky","12.6","43756"
"308","7.2","649","17","308","2003-04-13","2003","EABF12","14","Three Gays of the Condo","12.02","49263"
"309","7","651","18","309","2003-04-27","2003","EABF13","14","Dude, Where's My Ranch?","11.71","49000"
"310","6.8","574","19","310","2003-05-04","2003","EABF14","14","Old Yeller-Belly","11.59","43223"
"311","6.9","570","20","311","2003-05-11","2003","EABF15","14","Brake My Wife, Please","10.56","47288"
"312","6.6","575","21","312","2003-05-18","2003","EABF16","14","The Bart of War","12.1","50464"
"313","7.7","697","22","313","2003-05-18","2003","EABF17","14","Moe Baby Blues","13.44","45931"
"314","7.4","738","1","314","2003-11-02","2003","EABF21","15","Treehouse of Horror XIV","16.22","68381"
"315","7.3","595","2","315","2003-11-09","2003","EABF18","15","My Mother the Carjacker","12.4","34590"
"316","7","631","3","316","2003-11-16","2003","EABF20","15","The President Wore Pearls","12.7","37456"
"317","7.1","705","4","317","2003-11-23","2003","EABF22","15","The Regina Monologues","12.2","43134"
"318","7.2","586","5","318","2003-11-30","2003","EABF19","15","The Fat and the Furriest","11.7","39180"
"319","6.6","576","6","319","2003-12-07","2003","FABF01","15","Today I Am a Clown","10.5","37890"
"320","7.2","588","7","320","2003-12-14","2003","FABF02","15","'Tis the Fifteenth Season","11.3","40667"
"321","6.7","589","8","321","2004-01-04","2004","FABF03","15","Marge vs. Singles, Seniors, Childless Couples and Teens and Gays","12","50276"
"322","7.3","607","9","322","2004-01-11","2004","FABF04","15","I, (Annoyed Grunt)-bot","16.3","42776"
"323","7.3","596","10","323","2004-01-25","2004","FABF05","15","Diatribe of a Mad Housewife","10.6","45062"
"324","7.1","575","11","324","2004-02-08","2004","FABF06","15","Margical History Tour","8.9","42492"
"325","7.3","583","12","325","2004-02-15","2004","FABF07","15","Milhouse Doesn't Live Here Anymore","9.4","46792"
"326","7.1","589","13","326","2004-02-22","2004","FABF09","15","Smart & Smarter","12.6","43969"
"327","6.9","568","14","327","2004-03-14","2004","FABF08","15","The Ziff Who Came to Dinner","10.7","43747"
"328","6.9","560","15","328","2004-03-21","2004","FABF10","15","Co-Dependents' Day","11.2","47246"
"329","6.9","599","16","329","2004-03-28","2004","FABF11","15","The Wandering Juvie","10.5","44539"
"330","6.7","560","17","330","2004-04-18","2004","FABF12","15","My Big Fat Geek Wedding","9.2","42440"
"331","7","609","18","331","2004-04-25","2004","FABF14","15","Catch 'Em If You Can","9.3","47274"
"332","7.3","600","19","332","2004-05-02","2004","FABF15","15","Simple Simpson","9.5","46273"
"333","7.3","587","20","333","2004-05-09","2004","FABF13","15","The Way We Weren't","6.6","43128"
"334","6.2","593","21","334","2004-05-16","2004","FABF17","15","Bart-Mangled Banner","8.7","56275"
"335","7.2","553","22","335","2004-05-23","2004","FABF18","15","Fraudcast News","9.2","44954"
"336","7.4","666","1","336","2004-11-07","2004","FABF23","16","Treehouse of Horror XV","11.29","72271"
"337","7","566","2","337","2004-11-14","2004","FABF20","16","All's Fair in Oven War","11.64","41064"
"338","7.1","556","3","338","2004-11-21","2004","FABF19","16","Sleeping with the Enemy","9.95","40958"
"339","6.6","562","4","339","2004-12-05","2004","FABF22","16","She Used to Be My Girl","10.81","38908"
"340","7.1","539","5","340","2004-12-12","2004","FABF21","16","Fat Man and Little Boy","10.31","44210"
"341","7.3","554","6","341","2005-01-16","2005","FABF16","16","Midnight Rx","8.11","43118"
"342","7","523","7","342","2005-01-30","2005","GABF01","16","Mommie Beerest","9.97","46256"
"343","6.4","582","8","343","2005-02-06","2005","GABF02","16","Homer and Ned's Hail Mary Pass","23.07","43356"
"344","6.8","607","9","344","2005-02-13","2005","GABF03","16","Pranksta Rap","8.01","42759"
"345","7.1","580","10","345","2005-02-20","2005","GABF04","16","There's Something About Marrying","10.39","49371"
"346","6.9","572","11","346","2005-03-06","2005","GABF05","16","On a Clear Day I Can't See My Sister","10.39","46309"
"347","7","586","12","347","2005-03-13","2005","GABF06","16","Goo Goo Gai Pan","10.28","44914"
"348","7","530","13","348","2005-03-20","2005","GABF07","16","Mobile Homer","8.49","45489"
"349","6.9","535","14","349","2005-04-03","2005","GABF08","16","The Seven-Beer Snitch","7.48","45174"
"350","7.3","615","15","350","2005-04-17","2005","GABF12","16","Future-Drama","8.31","53146"
"351","7.4","661","16","351","2005-05-01","2005","GABF10","16","Don't Fear the Roofer","11.92","41620"
"352","7.2","562","17","352","2005-05-01","2005","GABF11","16","The Heartbroke Kid","10.79","50610"
"353","6.8","554","18","353","2005-05-08","2005","GABF13","16","A Star Is Torn","8.72","44500"
"354","7.3","575","19","354","2005-05-08","2005","GABF14","16","Thank God It's Doomsday","10.05","46504"
"355","7.1","546","20","355","2005-05-15","2005","GABF15","16","Home Away from Homer","8.17","44606"
"356","7.2","635","21","356","2005-05-15","2005","GABF09","16","The Father, the Son, and the Holy Guest Star","9.69","48303"
"357","6.3","618","1","357","2005-09-11","2005","GABF18","17","The Bonfire of the Manatees","11.1","33933"
"358","6.9","585","2","358","2005-09-18","2005","GABF16","17","The Girl Who Slept Too Little","9.79","35717"
"359","7","558","3","359","2005-09-25","2005","GABF19","17","Milhouse of Sand and Fog","10.19","35779"
"360","7.3","646","4","360","2005-11-06","2005","GABF17","17","Treehouse of Horror XVI","11.63","74401"
"361","6.9","578","5","361","2005-11-13","2005","GABF20","17","Marge's Son Poisoning","11.4","39428"
"362","6.9","543","6","362","2005-11-20","2005","GABF21","17","See Homer Run","10.3","40306"
"363","6.7","560","7","363","2005-11-27","2005","GABF22","17","The Last of the Red Hat Mamas","11.46","39577"
"364","7","706","8","364","2005-12-11","2005","HABF02","17","The Italian Bob","10.39","45513"
"365","6.9","553","9","365","2005-12-18","2005","HABF01","17","Simpsons Christmas Stories","9.8","43082"
"366","6.7","554","10","366","2006-01-08","2006","HABF03","17","Homer's Paternity Coot","10.1","39552"
"367","7","535","11","367","2006-01-29","2006","HABF04","17","We're on the Road to D'ohwhere","9.04","43599"
"368","6.4","597","12","368","2006-02-26","2006","HABF05","17","My Fair Laddy","9.51","39745"
"369","7.4","642","13","369","2006-03-12","2006","HABF06","17","The Seemingly Never-Ending Story","9.72","48854"
"370","7","558","14","370","2006-03-19","2006","HABF07","17","Bart Has Two Mommies","8.75","44012"
"371","6.5","854","15","371","2006-03-26","2006","HABF08","17","Homer Simpson, This Is Your Wife","10.09","41323"
"372","6.6","577","16","372","2006-04-02","2006","HABF09","17","Million-Dollar Abie","7.83","42303"
"373","7.2","677","17","373","2006-04-09","2006","HABF10","17","Kiss Kiss, Bang Bangalore","8.2","47829"
"374","6.7","549","18","374","2006-04-23","2006","HABF11","17","The Wettest Stories Ever Told","7.04","42280"
"375","7.2","582","19","375","2006-04-30","2006","HABF12","17","Girls Just Want to Have Sums","8.7","45267"
"376","6.7","558","20","376","2006-05-07","2006","HABF13","17","Regarding Margie","8.5","43162"
"377","7.1","596","21","377","2006-05-14","2006","HABF14","17","The Monkey Suit","8.3","48419"
"378","6.6","587","22","378","2006-05-21","2006","HABF16","17","Marge and Homer Turn a Couple Play","8.23","42778"
"379","7.5","754","1","379","2006-09-10","2006","HABF15","18","The Mook, the Chef, the Wife and Her Homer","11.5","41321"
"380","6.7","671","2","380","2006-09-17","2006","HABF18","18","Jazzy and the Pussycats","8.94","33495"
"381","6.8","623","3","381","2006-09-24","2006","HABF20","18","Please Homer, Don't Hammer 'Em","9.72","41865"
"382","7.1","723","4","382","2006-11-05","2006","HABF17","18","Treehouse of Horror XVII","10.43","68799"
"383","6.9","656","5","383","2006-11-12","2006","HABF21","18","G.I. (Annoyed Grunt)","11.43","42160"
"384","6.8","605","6","384","2006-11-19","2006","HABF19","18","Moe'N'a Lisa","9.31","37177"
"385","7","603","7","385","2006-11-26","2006","HABF22","18","Ice Cream of Margie (with the Light Blue Hair)","10.9","43032"
"386","7.2","578","8","386","2006-12-10","2006","JABF02","18","The Haw-Hawed Couple","8.29","41161"
"387","6.4","624","9","387","2006-12-17","2006","JABF01","18","Kill Gil, Volumes I & II","8.96","43700"
"388","6.6","615","10","388","2007-01-07","2007","JABF03","18","The Wife Aquatic","13.9","41312"
"389","7","580","11","389","2007-01-28","2007","JABF05","18","Revenge Is a Dish Best Served Three Times","8.09","67621"
"390","7","672","12","390","2007-02-11","2007","JABF04","18","Little Big Girl","8.27","52730"
"391","7.3","617","13","391","2007-02-18","2007","JABF07","18","Springfield Up","8.8","45036"
"392","7.1","644","14","392","2007-03-04","2007","JABF09","18","Yokel Chords","9.09","41561"
"393","6.3","606","15","393","2007-03-11","2007","JABF08","18","Rome-Old and Juli-Eh","8.98","41751"
"394","7.2","610","16","394","2007-03-25","2007","JABF06","18","Homerazzi","6.91","42602"
"395","7.3","678","17","395","2007-04-22","2007","JABF10","18","Marge Gamer","6.4","47107"
"396","6.3","585","18","396","2007-04-29","2007","JABF11","18","The Boys of Bummer","7.57","44770"
"397","7.1","542","19","397","2007-05-06","2007","JABF13","18","Crook and Ladder","7.72","46262"
"398","7","569","20","398","2007-05-13","2007","JABF12","18","Stop! Or My Dog Will Shoot","6.48","42892"
"399","8.1","1179","21","399","2007-05-20","2007","JABF14","18","24 Minutes","9.8","45026"
"400","7.3","692","22","400","2007-05-20","2007","JABF15","18","You Kent Always Say What You Want","9.8","45281"
"401","6.7","706","1","401","2007-09-23","2007","JABF20","19","He Loves to Fly and He D'ohs","9.7","36253"
"402","6.7","684","2","402","2007-09-30","2007","JABF18","19","The Homer of Seville","8.4","33792"
"403","7.2","637","3","403","2007-10-07","2007","JABF21","19","Midnight Towboy","7.7","35926"
"404","6.9","620","4","404","2007-10-14","2007","JABF19","19","I Don't Wanna Know Why the Caged Bird Sings","8.8","35850"
"405","7.1","687","5","405","2007-11-04","2007","JABF16","19","Treehouse of Horror XVIII","11.7","69957"
"406","6.7","591","6","406","2007-11-11","2007","JABF22","19","Little Orphan Millie","10.57","39369"
"407","7.1","762","7","407","2007-11-18","2007","JABF17","19","Husbands and Knives","10.5","44445"
"408","7.1","673","8","408","2007-11-25","2007","KABF01","19","Funeral for a Fiend","9","42596"
"409","8.2","949","9","409","2007-12-16","2007","KABF02","19","Eternal Moonshine of the Simpson Mind","10.15","44862"
"410","6.9","633","10","410","2008-01-06","2008","KABF03","19","E Pluribus Wiggum","8.2","44512"
"411","6.3","1069","11","411","2008-01-27","2008","KABF04","19","That '90s Show","7.6","43485"
"412","6.6","636","12","412","2008-02-17","2008","KABF05","19","Love, Springfieldian Style","7.81","40507"
"413","7.7","788","13","413","2008-03-02","2008","KABF06","19","The Debarted","8.18","42141"
"414","7.3","626","14","414","2008-03-09","2008","KABF07","19","Dial 'N' for Nerder","7.3","41658"
"415","6.7","580","15","415","2008-03-30","2008","KABF08","19","Smoke on the Daughter","7.1","41735"
"416","6.1","585","16","416","2008-04-13","2008","KABF09","19","Papa Don't Leech","6.9","39238"
"417","6.9","601","17","417","2008-04-27","2008","KABF10","19","Apocalypse Cow","7.69","41118"
"418","7","585","18","418","2008-05-04","2008","KABF11","19","Any Given Sundance","6.18","41440"
"419","7.1","613","19","419","2008-05-11","2008","KABF12","19","Mona Leaves-a","6.02","39443"
"420","6.4","538","20","420","2008-05-18","2008","KABF13","19","All About Lisa","6.11","44616"
"421","7.2","780","1","421","2008-09-28","2008","KABF17","20","Sex, Pies and Idiot Scrapes","9.3","45735"
"422","6.9","681","2","422","2008-10-05","2008","KABF15","20","Lost Verizon","7.43","38186"
"423","7","638","3","423","2008-10-19","2008","KABF14","20","Double, Double, Boy in Trouble","8.09","45781"
"424","7.1","757","4","424","2008-11-02","2008","KABF16","20","Treehouse of Horror XIX","12.48","21509"
"425","6.6","615","5","425","2008-11-09","2008","KABF18","20","Dangerous Curves","8.16","40078"
"426","7.1","599","6","426","2008-11-16","2008","KABF19","20","Homer and Lisa Exchange Cross Words","8.52","38879"
"427","7.1","728","7","427","2008-11-30","2008","KABF20","20","MyPods and Boomsticks","7.8","40353"
"428","6.6","615","8","428","2008-12-07","2008","KABF21","20","The Burns and the Bees","6.19","38247"
"429","5.9","706","9","429","2009-01-25","2009","KABF22","20","Lisa the Drama Queen","5.75","38582"
"430","7","591","10","430","2009-02-15","2009","LABF01","20","Take My Life, Please","6.82","40679"
"431","7","603","11","431","2009-03-01","2009","LABF02","20","How the Test Was Won","6.52","41271"
"432","7","582","12","432","2009-03-08","2009","LABF03","20","No Loan Again, Naturally","5.99","41165"
"433","7.2","652","13","433","2009-03-15","2009","LABF04","20","Gone Maggie Gone","5.99","43663"
"434","6.3","619","14","434","2009-03-22","2009","LABF11","20","In the Name of the Grandfather","6.15","45727"
"435","6.8","571","15","435","2009-03-29","2009","LABF05","20","Wedding for Disaster","6.58","43254"
"436","7.2","604","16","436","2009-04-05","2009","LABF06","20","Eeny Teeny Maya Moe","6.5","40864"
"437","7.2","605","17","437","2009-04-19","2009","LABF07","20","The Good, the Sad and the Drugly","6.5","45179"
"438","7","554","18","438","2009-04-26","2009","LABF08","20","Father Knows Worst","5.94","42390"
"439","7.1","613","19","439","2009-05-03","2009","LABF10","20","Waverly Hills, 9-0-2-1-D'oh","6.75","45032"
"440","6.3","591","20","440","2009-05-10","2009","LABF09","20","Four Great Women and a Manicure","5.16","44718"
"441","7.2","648","21","441","2009-05-17","2009","LABF12","20","Coming to Homerica","5.86","6477"
"442","7.1","698","1","442","2009-09-27","2009","LABF13","21","Homer the Whopper","8.31","39936"
"443","6.6","585","2","443","2009-10-04","2009","LABF15","21","Bart Gets a 'Z'","9.32","38196"
"444","6.3","562","3","444","2009-10-11","2009","LABF16","21","The Great Wife Hope","7.5","39134"
"445","7.3","671","4","445","2009-10-18","2009","LABF14","21","Treehouse of Horror XX","8.59","66209"
"446","6.7","560","5","446","2009-11-15","2009","LABF17","21","The Devil Wears Nada","9.04","42893"
"447","6.7","543","6","447","2009-11-22","2009","LABF18","21","Pranks and Greens","7.03",""
"448","6.8","529","7","448","2009-11-29","2009","LABF19","21","Rednecks and Broomsticks","9.02","37909"
"449","7.2","542","8","449","2009-12-13","2009","MABF01","21","O Brother, Where Bart Thou?","7.11","38097"
"450","6.8","481","9","450","2010-01-03","2010","MABF02","21","Thursdays with Abie","8.65","36227"
"451","6.7","552","10","451","2010-01-10","2010","LABF20","21","Once Upon a Time in Springfield","14.62","40194"
"452","7.1","532","11","452","2010-01-31","2010","MABF03","21","Million Dollar Maybe","5.11","40854"
"453","6.8","525","12","453","2010-02-14","2010","MABF05","21","Boy Meets Curl","5.87","44945"
"454","6.6","496","13","454","2010-02-21","2010","MABF06","21","The Color Yellow","6.08","41059"
"455","7.1","480","14","455","2010-03-14","2010","MABF04","21","Postcards from the Wedge","5.23","41357"
"456","7","554","15","456","2010-03-21","2010","MABF07","21","Stealing First Base","5.69","40487"
"457","5.7","675","16","457","2010-03-28","2010","MABF10","21","The Greatest Story Ever D'ohed","5.69","44070"
"458","6.7","482","17","458","2010-04-11","2010","MABF08","21","American History X-cellent","5.65","44645"
"459","6.9","482","18","459","2010-04-18","2010","MABF09","21","Chief of Hearts","5.93","41528"
"460","6.9","511","19","460","2010-04-25","2010","MABF14","21","The Squirt and the Whale","5.94","40632"
"461","7.2","519","20","461","2010-05-02","2010","MABF12","21","To Surveil with Love","6.06","45738"
"462","6.9","491","21","462","2010-05-09","2010","MABF13","21","Moe Letter Blues","5.66","40904"
"463","7.2","545","22","463","2010-05-16","2010","MABF11","21","The Bob Next Door","6.26","43446"
"464","6.6","507","23","464","2010-05-23","2010","MABF15","21","Judge Me Tender","5.74","41830"
"465","6.3","691","1","465","2010-09-26","2010","MABF21","22","Elementary School Musical","7.75","31638"
"466","6.8","506","2","466","2010-10-03","2010","MABF17","22","Loan-a Lisa","8.59","35051"
"467","6.8","501","3","467","2010-10-10","2010","MABF18","22","MoneyBart","6.72","39073"
"468","7.1","680","4","468","2010-11-07","2010","MABF16","22","Treehouse of Horror XXI","8.19","61954"
"469","7.2","482","5","469","2010-11-14","2010","MABF20","22","Lisa Simpson, This Isn't Your Life","8.97","40637"
"470","6.5","479","6","470","2010-11-21","2010","NABF01","22","The Fool Monty","6.58","38097"
"471","6.4","489","7","471","2010-11-28","2010","NABF02","22","How Munched is That Birdie in the Window?","9.38","37568"
"472","6.9","564","8","472","2010-12-05","2010","MABF22","22","The Fight Before Christmas","9.54","43781"
"473","7","528","9","473","2010-12-12","2010","MABF19","22","Donnie Fatso","7.18","40276"
"474","6.3","464","10","474","2011-01-09","2011","NABF03","22","Moms I'd Like to Forget","12.6","41253"
"475","6.9","520","11","475","2011-01-16","2011","NABF04","22","Flaming Moe","6.47","42734"
"476","7","486","12","476","2011-01-23","2011","NABF05","22","Homer the Father","6.5","42691"
"477","6.9","461","13","477","2011-02-13","2011","NABF06","22","The Blue and the Gray","5.61","42028"
"478","7.2","559","14","478","2011-02-20","2011","NABF07","22","Angry Dad: The Movie","6.35","42693"
"479","6.7","489","15","479","2011-03-06","2011","NABF08","22","The Scorpion's Tale","6.2","42142"
"480","6.1","481","16","480","2011-03-13","2011","NABF09","22","A Midsummer's Nice Dream","5.44","38893"
"481","6.5","470","17","481","2011-03-27","2011","NABF10","22","Love Is a Many Strangled Thing","6.14","41202"
"482","7","491","18","482","2011-04-10","2011","NABF11","22","The Great Simpsina","4.99","41560"
"483","6.6","486","19","483","2011-05-01","2011","NABF12","22","The Real Housewives of Fat Tony","6.1","41638"
"484","7.2","483","20","484","2011-05-08","2011","NABF13","22","Homer Scissorhands","5.48","46154"
"485","7.3","505","21","485","2011-05-15","2011","NABF14","22","500 Keys","6","46660"
"486","7","492","22","486","2011-05-22","2011","NABF15","22","The Ned-Liest Catch","5.25","43681"
"487","7.2","672","1","487","2011-09-25","2011","NABF16","23","The Falcon and the D'ohman","8.08","39209"
"488","7","528","2","488","2011-10-02","2011","NABF17","23","Bart Stops to Smell the Roosevelts","6.19","37642"
"489","6.6","654","3","489","2011-10-30","2011","NABF19","23","Treehouse of Horror XXII","8.1","63816"
"490","6.7","491","4","490","2011-11-06","2011","NABF21","23","Replaceable You","7.97","38034"
"491","7.2","562","5","491","2011-11-13","2011","NABF20","23","The Food Wife","7.5","42746"
"492","7.8","712","6","492","2011-11-20","2011","NABF22","23","The Book Job","5.77","42780"
"493","6.8","493","7","493","2011-11-27","2011","PABF01","23","The Man in the Blue Flannel Pants","5.61","41687"
"494","6.2","476","8","494","2011-12-04","2011","PABF02","23","The Ten-Per-Cent Solution","9.01","39002"
"495","8.2","905","9","495","2011-12-11","2011","NABF18","23","Holidays of Future Passed","6.43","69460"
"496","6.1","549","10","496","2012-01-08","2012","PABF03","23","Politically Inept, with Homer Simpson","5.07","44074"
"497","7","553","11","497","2012-01-15","2012","PABF04","23","The D'oh-cial Network","11.48","43275"
"498","5.7","562","12","498","2012-01-29","2012","PABF05","23","Moe Goes from Rags to Riches","5.12","39838"
"499","6.5","490","13","499","2012-02-12","2012","PABF06","23","The Daughter Also Rises","4.26","40669"
"500","7","580","14","500","2012-02-19","2012","PABF07","23","At Long Last Leave","5.77","45226"
"501","6.9","425","15","501","2012-03-04","2012","PABF09","23","Exit Through the Kwik-E-Mart","5.09","45133"
"502","7.3","541","16","502","2012-03-11","2012","PABF08","23","How I Wet Your Mother","4.97","44818"
"503","7.1","493","17","503","2012-03-18","2012","PABF10","23","Them, Robot","5.25","43615"
"504","7.1","470","18","504","2012-04-15","2012","PABF11","23","Beware My Cheating Bart","4.86","43422"
"505","7.4","568","19","505","2012-04-29","2012","PABF12","23","A Totally Fun Thing That Bart Will Never Do Again","5","53058"
"506","6.9","405","20","506","2012-05-06","2012","PABF13","23","The Spy Who Learned Me","4.84","43544"
"507","6.7","408","21","507","2012-05-13","2012","PABF15","23","Ned 'n Edna's Blend","4.07","47005"
"508","4.5","1215","22","508","2012-05-20","2012","PABF14","23","Lisa Goes Gaga","4.82","44434"
"509","6.4","597","1","509","2012-09-30","2012","PABF21","24","Moonshine River","8.08","36570"
"510","7.3","600","2","510","2012-10-07","2012","PABF17","24","Treehouse of Horror XXIII","6.57","67484"
"511","6.9","460","3","511","2012-11-04","2012","PABF18","24","Adventures in Baby-Getting","5.65","39687"
"512","6.7","415","4","512","2012-11-11","2012","PABF16","24","Gone Abie Gone","6.86","35136"
"513","6.3","426","5","513","2012-11-18","2012","PABF19","24","Penny-Wiseguys","5.06","36897"
"514","6.5","430","6","514","2012-11-25","2012","PABF22","24","A Tree Grows in Springfield","7.46","43211"
"515","7.2","493","7","515","2012-12-09","2012","PABF20","24","The Day the Earth Stood Cool","7.44","40649"
"516","7.2","441","8","516","2012-12-16","2012","RABF01","24","To Cur with Love","3.77","40726"
"517","6.9","411","9","517","2013-01-06","2013","RABF02","24","Homer Goes to Prep School","8.97","42306"
"518","7","408","10","518","2013-01-13","2013","RABF03","24","A Test Before Trying","5.04","41542"
"519","6.6","405","11","519","2013-01-27","2013","RABF04","24","The Changing of the Guardian","5.23","42215"
"520","6.5","471","12","520","2013-02-10","2013","RABF07","24","Love is a Many-Splintered Thing","4.19","41828"
"521","7","406","13","521","2013-02-17","2013","RABF05","24","Hardly Kirk-ing","4.57","42807"
"522","6.2","423","14","522","2013-03-03","2013","RABF06","24","Gorgeous Grampa","4.66","39510"
"523","7","418","15","523","2013-03-10","2013","RABF09","24","Black Eyed, Please","4.85","42925"
"524","7.1","417","16","524","2013-03-17","2013","RABF10","24","Dark Knight Court","4.89","44170"
"525","6.5","425","17","525","2013-04-14","2013","RABF08","24","What Animated Women Want","4.11","43471"
"526","6.5","405","18","526","2013-04-28","2013","RABF11","24","Pulpit Friction","4.54","41184"
"527","6.8","371","19","527","2013-05-05","2013","RABF13","24","Whiskey Business","4.43","42810"
"528","6.3","410","20","528","2013-05-12","2013","RABF12","24","The Fabulous Faker Boy","4.16","42426"
"529","7.2","460","21","529","2013-05-19","2013","RABF14","24","The Saga of Carl","4.01","42996"
"530","7","396","22","530","2013-05-19","2013","RABF17","24","Dangers on a Train","4.52","44984"
"531","7","635","1","531","2013-09-29","2013","RABF20","25","Homerland","6.37","47531"
"532","7.1","654","2","532","2013-10-06","2013","RABF16","25","Treehouse of Horror XXIV","6.42","64758"
"533","6.5","482","3","533","2013-11-03","2013","RABF18","25","Four Regrettings and a Funeral","5.43","39301"
"534","6.7","489","4","534","2013-11-10","2013","RABF22","25","YOLO","4.2","44551"
"535","7.1","442","5","535","2013-11-17","2013","RABF19","25","Labor Pains","4.08","40671"
"536","6.5","468","6","536","2013-11-24","2013","SABF02","25","The Kid Is All Right","6.78","39590"
"537","7","440","7","537","2013-12-08","2013","SABF04","25","Yellow Subterfuge","6.85","43717"
"538","6.5","449","8","538","2013-12-15","2013","SABF01","25","White Christmas Blues","8.48","39290"
"539","7.6","648","9","539","2014-01-05","2014","SABF05","25","Steal This Episode","12.04","45354"
"540","7.1","475","10","540","2014-01-12","2014","SABF03","25","Married to the Blob","4.83","40646"
"541","7.2","431","11","541","2014-01-26","2014","SABF06","25","Specs and the City","3.87","44119"
"542","6.4","473","12","542","2014-03-09","2014","SABF08","25","Diggs","2.69","39292"
"543","6.7","468","13","543","2014-03-09","2014","SABF07","25","The Man Who Grew Too Much","3.75","44512"
"544","6.6","407","14","544","2014-03-16","2014","SABF09","25","The Winter of His Content","4.02","44271"
"545","7","414","15","545","2014-03-23","2014","SABF10","25","The War of Art","3.98","41726"
"546","6.9","430","16","546","2014-03-30","2014","SABF11","25","You Don't Have to Live Like a Referee","3.91","42080"
"547","6.5","415","17","547","2014-04-06","2014","SABF12","25","Luca$","4.3","45184"
"548","7","504","18","548","2014-04-13","2014","SABF13","25","Days of Future Future","3.64","55742"
"549","5.8","445","19","549","2014-04-27","2014","SABF14","25","What to Expect When Bart's Expecting","3.45","48760"
"550","7.7","705","20","550","2014-05-04","2014","RABF21","25","Brick Like Me","4.39","65613"
"551","6.7","402","21","551","2014-05-11","2014","SABF15","25","Pay Pal","3.66","51132"
"552","6.7","416","22","552","2014-05-18","2014","SABF18","25","The Yellow Badge of Cowardge","3.28","46408"
"553","5.8","652","1","553","2014-09-28","2014","SABF20","26","Clown in the Dumps","8.53","29526"
"554","6.9","490","2","554","2014-10-05","2014","SABF17","26","The Wreck of the Relationship","4.27","38411"
"555","6.5","457","3","555","2014-10-12","2014","SABF19","26","Super Franchise Me","7.33","42912"
